,Course Code,Course Title,HEI,R1 Points 2021,R2 Points 2021,R1 Points 2020,R2 Points 2020,R1 Points 2019
1189,LM068,Food Science and Health,University of Limerick,464,,,,
1190,LM076,Product Design and Technology (portfolio required),University of Limerick,401,,,,
1191,LM077,Aeronautical Engineering,University of Limerick,567,,,,
1192,LM082,Construction Management and Engineering,University of Limerick,446,,,,
1193,LM089,Sport and Exercise Sciences,University of Limerick,498,,,,
1194,LM090,Physical Education with concurrent Teacher Education,University of Limerick,552,544,,,
1195,LM091,Languages with concurrent Teacher Education,University of Limerick,506,,,,
1196,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),University of Limerick,521,,,,
1197,LM093,Equine Science,University of Limerick,367,,,,
1198,LM094,Materials and Architectural Technology with concurrent Teacher Education,University of Limerick,475,,,,
1199,LM095,Materials and Engineering Technology with concurrent Teacher Education,University of Limerick,425,,,,
1200,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),University of Limerick,454,,,,
1201,LM097,Mathematics and Computer Science with concurrent Teacher Education,University of Limerick,465,,,,
1202,LM099,Architecture,University of Limerick,520,,,,
1203,LM100,Physiotherapy,University of Limerick,613,,,,
1204,LM101,Medicine  - Graduate Entry (GAMSAT required),University of Limerick,57,,,,
1205,LM102,Psychology,University of Limerick,534,,,,
1206,LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),University of Limerick,429,,,,
1207,LM105,Exercise and Health Fitness Management,University of Limerick,441,,,,
1208,LM115,Chemical and Biochemical Engineering,University of Limerick,476,,,,
1209,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),University of Limerick,498,,,,
1210,LM118,Electronic and Computer Engineering,University of Limerick,445,,,,
1211,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),University of Limerick,402,,,,
1212,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),University of Limerick,382,,,,
1213,LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,University of Limerick,498,,,,
1214,LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),University of Limerick,455,,,,
1215,LM125,Physics (Applied Physics or Mathematics and Physics),University of Limerick,489,,,,
1216,LM150,General Nursing,University of Limerick,498,487,,,
1217,LM152,Mental Health Nursing,University of Limerick,478,466,,,
1218,LM154,Intellectual Disability Nursing,University of Limerick,462,443,,,
1219,LM156,Midwifery,University of Limerick,521,508,,,
1220,LM180,Equine Science,University of Limerick,351,,,,
1221,MU001,Theology and Arts,"Pontifical University, St Patrick's College",294,294,,,
1222,MU002,Theology,"Pontifical University, St Patrick's College",,,,,
1223,MH001,Education - Primary Teaching (Froebel),Maynooth University,564,,,,
1224,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),Maynooth University,,,,,
1225,MH003,Early Childhood - Teaching and Learning (full-time),Maynooth University,381,,,,
1226,MH101,Arts,Maynooth University,338,336,,,
1227,MH103,Music,Maynooth University,,,,,
1228,MH106,Psychology - 3 years,Maynooth University,554,,,,
1229,MH107,Social Science,Maynooth University,390,,,,
1230,MH109,Media Studies,Maynooth University,324,,,,
1231,MH116,Community and Youth Work (Full-Time),Maynooth University,,,,,
1232,MH201,Science,Maynooth University,401,400,,,
1233,MH202,Biotechnology,Maynooth University,490,489,,,
1234,MH203,Biological and Geographical Sciences,Maynooth University,451,,,,
1235,MH204,Physics with Astrophysics,Maynooth University,422,,,,
1236,MH206,Theoretical Physics and Mathematics,Maynooth University,521,,,,
1237,MH207,Data Science,Maynooth University,444,,,,
1238,MH208,Biological and Biomedical Sciences,Maynooth University,543,,,,
1239,MH209,Psychology (through Science) - 4 years,Maynooth University,529,,,,
1240,MH210,Pharmaceutical and Biomedical Chemistry,Maynooth University,510,,,,
1241,MH212,Science|Maths and Computer Science|Mathematics (with Education),Maynooth University,452,443,,,
1242,MH304,Engineering (Computer/Electronic/Communications),Maynooth University,351,351,,,
1243,MH305,Product Design,Maynooth University,326,,,,
1244,MH306,Robotics and Intelligent Devices,Maynooth University,362,,,,
1245,MH401,Finance (options),Maynooth University,370,,,,
1246,MH402,Quantitative Finance,Maynooth University,476,,,,
1247,MH403,Accounting and Finance,Maynooth University,424,,,,
1248,MH404,Business (options),Maynooth University,441,,,,
1249,MH407,Business and Accounting,Maynooth University,423,,,,
1250,MH411,Entrepreneurship,Maynooth University,378,,,,
1251,MH501,LLB Law - four year Single Major Law programme,Maynooth University,507,,,,
1252,MH502,Law (options),Maynooth University,465,,,,
1253,MH601,Computer Science through Arts (options),Maynooth University,381,,,,
1254,MH602,Computer Science through Science (options),Maynooth University,400,,,,
1255,MH603,Computational Thinking,Maynooth University,520,,,,
1256,MH801,Early Childhood - Teaching and Learning (part-time),Maynooth University,,,,,
1257,MH802,"Community and Youth Work (part-time, in service)",Maynooth University,,,,,
1258,MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",Maynooth University,,,,,
1259,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",St. Angela`s College,542,533,,,
1260,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",St. Angela`s College,464,452,,,
1261,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",St. Angela`s College,463,457,,,
1262,AS051,"Nutrition, Food and Business Management",St. Angela`s College,378,347,,,
1263,AS054,Home Economics,St. Angela`s College,440,419,,,
1264,AS110,General Nursing,St. Angela`s College,440,432,,,
1265,AS130,Intellectual Disability Nursing,St. Angela`s College,387,358,,,
1266,SG101,Business,"Institute of Technology, Sligo",167,120,,,
1267,SG102,Computing (Level 6 - General Entry),"Institute of Technology, Sligo",254,,,,
1268,SG131,Computing - Games Development,"Institute of Technology, Sligo",271,,,,
1269,SG134,Applied Sport with Business,"Institute of Technology, Sligo",200,,,,
1270,SG135,Business in Tourism with Event Management,"Institute of Technology, Sligo",194,,,,
1271,SG136,Computing - Software Development,"Institute of Technology, Sligo",279,,,,
1272,SG137,Computing in Computer Networks and Cyber Security,"Institute of Technology, Sligo",262,,,,
1273,SG138,Computing (Level 7 - General Entry),"Institute of Technology, Sligo",299,,,,
1274,SG139,Business in Marketing,"Institute of Technology, Sligo",269,,,,
1275,SG141,Business,"Institute of Technology, Sligo",262,,,,
1276,SG145,Business and ICT,"Institute of Technology, Sligo",279,,,,
1277,SG146,Accounting,"Institute of Technology, Sligo",304,,,,
1278,SG147,Sport with Business,"Institute of Technology, Sligo",288,,,,
1279,SG148,Tourism with Event Management,"Institute of Technology, Sligo",298,,,,
1280,SG150,Business in Marketing,"Institute of Technology, Sligo",298,,,,
1281,SG231,Fine Art,"Institute of Technology, Sligo",375,375,,,
1282,SG232,Creative Design,"Institute of Technology, Sligo",270,,,,
1283,SG235,Performing Arts (Theatre Design),"Institute of Technology, Sligo",205,,,,
1284,SG236,Performing Arts (Acting),"Institute of Technology, Sligo",204,,,,
1285,SG241,Performing Arts,"Institute of Technology, Sligo",341,,,,
1286,SG242,Early Childhood Care and Education,"Institute of Technology, Sligo",287,,,,
1287,SG243,Social Care Practice,"Institute of Technology, Sligo",309,,,,
1288,SG244,Fine Art,"Institute of Technology, Sligo",501,,,,
1289,SG245,Creative Design,"Institute of Technology, Sligo",332,,,,
1290,SG246,Computing,"Institute of Technology, Sligo",316,,,,
1291,SG247,English and Psychology,"Institute of Technology, Sligo",319,,,,
1292,SG248,Sociology and Politics,"Institute of Technology, Sligo",298,,,,
1293,SG249,Writing and Literature,"Institute of Technology, Sligo",308,,,,
1294,SG252,Software Development,"Institute of Technology, Sligo",310,,,,
1295,SG253,Computing in Computer Networks and Cyber Security,"Institute of Technology, Sligo",336,,,,
1296,SG254,Writing and Literature Online,"Institute of Technology, Sligo",327,,,,
1297,SG255,Law and Business,"Institute of Technology, Sligo",291,,,,
1298,SG300,Engineering (General Entry),"Institute of Technology, Sligo",202,163,,,
1299,SG302,Construction Economics,"Institute of Technology, Sligo",174,,,,
1300,SG308,Applied Construction Technology,"Institute of Technology, Sligo",199,130,,,
1301,SG330,Engineering (General Entry),"Institute of Technology, Sligo",262,,,,
1302,SG331,Interior Architecture and Design,"Institute of Technology, Sligo",222,,,,
1303,SG332,Advanced Wood and Sustainable Building Technology,"Institute of Technology, Sligo",217,,,,
1304,SG333,Mechanical Engineering,"Institute of Technology, Sligo",225,,,,
1305,SG334,Mechatronic Engineering,"Institute of Technology, Sligo",290,,,,
1306,SG335,"Engineering in Mechatronic Systems (Interview, Work Based)","Institute of Technology, Sligo",,,,,
1307,SG336,Precision Engineering and Design,"Institute of Technology, Sligo",341,,,,
1308,SG338,Civil Engineering,"Institute of Technology, Sligo",226,,,,
1309,SG339,Quantity Surveying,"Institute of Technology, Sligo",216,,,,
1310,SG341,General Engineering,"Institute of Technology, Sligo",373,,,,
1311,SG342,Civil Engineering,"Institute of Technology, Sligo",418,,,,
1312,SG343,Quantity Surveying,"Institute of Technology, Sligo",300,,,,
1313,SG344,Mechanical Engineering,"Institute of Technology, Sligo",412,,,,
1314,SG346,Construction Project Management and Applied Technology,"Institute of Technology, Sligo",313,,,,
1315,SG347,Architecture,"Institute of Technology, Sligo",403,,,,
1316,SG348,Interior Architecture and Design,"Institute of Technology, Sligo",359,,,,
1317,SG349,Electronics and Self Driving Technologies,"Institute of Technology, Sligo",,,,,
1318,SG350,Robotics and Automation,"Institute of Technology, Sligo",384,,,,
1319,SG401,Science,"Institute of Technology, Sligo",282,128,,,
1320,SG404,Environmental Science with Ecology (Level 6),"Institute of Technology, Sligo",388,,,,
1321,SG406,Health and Exercise Science,"Institute of Technology, Sligo",396,,,,
1322,SG431,Pharmaceutical Science with Drug Development,"Institute of Technology, Sligo",287,,,,
1323,SG433,Occupational Safety and Health,"Institute of Technology, Sligo",243,,,,
1324,SG434,Human Nutrition,"Institute of Technology, Sligo",299,,,,
1325,SG435,Health Science and Physiology,"Institute of Technology, Sligo",296,,,,
1326,SG436,Biomedical Science,"Institute of Technology, Sligo",260,,,,
1327,SG437,Forensic Investigation and Analysis,"Institute of Technology, Sligo",252,,,,
1328,SG439,Environmental Science with Ecology (Level 7),"Institute of Technology, Sligo",253,,,,
1329,SG442,Occupational Safety and Health,"Institute of Technology, Sligo",307,,,,
1330,SG443,Human Nutrition,"Institute of Technology, Sligo",376,,,,
1331,SG444,Science Undenominated,"Institute of Technology, Sligo",358,,,,
1332,SG445,Pharmaceutical Science with Drug Development,"Institute of Technology, Sligo",357,,,,
1333,SG447,Health Science and Physical Activity,"Institute of Technology, Sligo",326,,,,
1334,SG448,Forensic Investigation and Analysis,"Institute of Technology, Sligo",308,,,,
1335,SG449,Medical Biotechnology,"Institute of Technology, Sligo",315,,,,
1336,SG450,Environmental Science with Ecology (Level 8),"Institute of Technology, Sligo",310,,,,
1337,SG530,Health and Medical Information Science (Online),"Institute of Technology, Sligo",387,,,,
1338,SG535,Business Administration,"Institute of Technology, Sligo",241,,,,
1339,SG536,Business,"Institute of Technology, Sligo",233,,,,
1340,TL651,Science - Biological and Environmental Studies,"Institute of Technology, Tralee",215,,,,
1341,TL652,Science - Pharmacy Technician,"Institute of Technology, Tralee",222,,,,
1342,TL701,"Animation, Visual Effects and Motion Design (Level 7, portfolio)","Institute of Technology, Tralee",,,,,
1343,TL702,"TV, Radio and New Media (Level 7)","Institute of Technology, Tralee",222,,,,
1344,TL710,Computing with Software Development,"Institute of Technology, Tralee",297,,,,
1345,TL711,Computing with Games Development,"Institute of Technology, Tralee",238,,,,
1346,TL715,Computing (Degree Award options),"Institute of Technology, Tralee",261,,,,
1347,TL716,Computer Systems and Networking,"Institute of Technology, Tralee",227,,,,
1348,TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),"Institute of Technology, Tralee",232,,,,
1349,TL742,Construction Management,"Institute of Technology, Tralee",,,,,
1350,TL744,Agricultural Engineering,"Institute of Technology, Tralee",220,,,,
1351,TL745,Civil Engineering,"Institute of Technology, Tralee",243,243,,,
1352,TL747,Mechanical and Automation Engineering,"Institute of Technology, Tralee",254,,,,
1353,TL748,Agricultural Science,"Institute of Technology, Tralee",233,,,,
1354,TL755,Pharmaceutical Science (Degree Award options),"Institute of Technology, Tralee",228,,,,
1355,TL758,Animal Bioscience,"Institute of Technology, Tralee",234,,,,
1356,TL771,Health and Leisure (Degree Award Options),"Institute of Technology, Tralee",211,,,,
1357,TL772,Health and Leisure with Massage,"Institute of Technology, Tralee",236,,,,
1358,TL773,Coaching and Sports Performance,"Institute of Technology, Tralee",207,,,,
1359,TL774,Inclusive Sport and Physical Activity,"Institute of Technology, Tralee",121,121,,,
1360,TL780,Early Childhood Care and Education,"Institute of Technology, Tralee",100,100,,,
1361,TL781,Social Care,"Institute of Technology, Tralee",261,,,,
1362,TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)","Institute of Technology, Tralee",718,,,,
1363,TL802,"TV, Radio and New Media (Level 8)","Institute of Technology, Tralee",322,,,,
1364,TL810,Computing with Software Development,"Institute of Technology, Tralee",308,,,,
1365,TL811,Computing with Games Development,"Institute of Technology, Tralee",322,,,,
1366,TL815,Computing (Degree Award options),"Institute of Technology, Tralee",307,,,,
1367,TL823,Event Management (3 year programme),"Institute of Technology, Tralee",293,,,,
1368,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),"Institute of Technology, Tralee",306,,,,
1369,TL842,Construction Management,"Institute of Technology, Tralee",,,,,
1370,TL844,Agricultural Engineering,"Institute of Technology, Tralee",301,,,,
1371,TL845,Civil Engineering,"Institute of Technology, Tralee",361,,,,
1372,TL847,Manufacturing Engineering,"Institute of Technology, Tralee",305,,,,
1373,TL848,Agricultural Science,"Institute of Technology, Tralee",307,,,,
1374,TL851,Wildlife Biology (Degree Award options),"Institute of Technology, Tralee",309,,,,
1375,TL855,Pharmaceutical Science (Degree Award options),"Institute of Technology, Tralee",316,,,,
1376,TL858,Veterinary Bioscience,"Institute of Technology, Tralee",317,,,,
1377,TL871,Health and Leisure (Degree Award options),"Institute of Technology, Tralee",303,,,,
1378,TL872,Health and Leisure with Massage,"Institute of Technology, Tralee",314,,,,
1379,TL873,Coaching and Sports Performance,"Institute of Technology, Tralee",308,,,,
1380,TL874,Inclusive Sport and Physical Activity,"Institute of Technology, Tralee",341,,,,
1381,TL880,Early Childhood Care and Education,"Institute of Technology, Tralee",309,,,,
1382,TL881,Social Care,"Institute of Technology, Tralee",301,,,,
1383,TL889,Counselling with Addiction - Mature applicants only,"Institute of Technology, Tralee",,,,,
1384,TL890,General Nursing and Mature Applicants,"Institute of Technology, Tralee",463,,,,
1385,TL891,Mental Health Nursing and Mature Applicants,"Institute of Technology, Tralee",440,419,,,
1386,WD001,Applied Computing (options),Waterford Institute of Technology,270,261,,,
1387,WD002,Science (options),Waterford Institute of Technology,279,,,,
1388,WD003,Business,Waterford Institute of Technology,,,,,
1389,WD005,Health Sciences (options),Waterford Institute of Technology,271,,,,
1390,WD006,Exercise Sciences (options),Waterford Institute of Technology,270,,,,
1391,WD007,Engineering (options),Waterford Institute of Technology,270,270,,,
1392,WD010,Electronic Engineering,Waterford Institute of Technology,419,,,,
1393,WD011,Mechanical Engineering,Waterford Institute of Technology,170,,,,
1394,WD013,Legal Studies,Waterford Institute of Technology,,206,,,
1395,WD018,Applied Social Care,Waterford Institute of Technology,181,,,,
1396,WD019,Recreation and Sport Management,Waterford Institute of Technology,,,,,
1397,WD025,Construction Management and Engineering,Waterford Institute of Technology,262,,,,
1398,WD027,Music,Waterford Institute of Technology,321,,,,
1399,WD048,Business (options),Waterford Institute of Technology,279,,,,
1400,WD076,Forestry,Waterford Institute of Technology,216,,,,
1401,WD084,Accounting,Waterford Institute of Technology,308,,,,
1402,WD091,Hospitality Management,Waterford Institute of Technology,225,,,,
1403,WD094,Architectural Technology,Waterford Institute of Technology,176,,,,
1404,WD096,Horticulture (Waterford - Kildalton),Waterford Institute of Technology,226,,,,
1405,WD097,Horticulture (Dublin - National Botanic Gardens),Waterford Institute of Technology,223,,,,
1406,WD116,General Nursing,Waterford Institute of Technology,446,,,,
1407,WD117,Psychiatric Nursing,Waterford Institute of Technology,415,,,,
1408,WD120,Intellectual Disability Nursing,Waterford Institute of Technology,390,,,,
1409,WD126,Agriculture,Waterford Institute of Technology,328,,,,
1410,WD134,International Business,Waterford Institute of Technology,267,,,,
1411,WD137,Design (Visual Communications),Waterford Institute of Technology,252,,,,
1412,WD140,Laws,Waterford Institute of Technology,280,,,,
1413,WD144,Architecture,Waterford Institute of Technology,309,,,,
1414,WD147,Pharmaceutical Science,Waterford Institute of Technology,288,,,,
1415,WD150,Criminal Justice Studies,Waterford Institute of Technology,280,,,,
1416,WD151,Software Systems Development,Waterford Institute of Technology,165,,,,
1417,WD152,Visual Art,Waterford Institute of Technology,243,,,,
1418,WD153,Multimedia Applications Development,Waterford Institute of Technology,195,,,,
1419,WD155,Information Technology,Waterford Institute of Technology,195,,,,
1420,WD159,Business,Waterford Institute of Technology,191,,,,
1421,WD161,Computer Forensics and Security,Waterford Institute of Technology,270,,,,
1422,WD162,Quantity Surveying,Waterford Institute of Technology,226,,,,
1423,WD163,Psychology,Waterford Institute of Technology,456,,,,
1424,WD164,Food Science with Business,Waterford Institute of Technology,328,,,,
1425,WD172,Culinary Arts,Waterford Institute of Technology,,,,,
1426,WD173,Hospitality Studies,Waterford Institute of Technology,158,,,,
1427,WD174,Tourism,Waterford Institute of Technology,,,,,
1428,WD175,Pharmaceutical Science,Waterford Institute of Technology,224,,,,
1429,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",Waterford Institute of Technology,205,455,,,
1430,WD182,Electrical Engineering,Waterford Institute of Technology,,,,,
1431,WD184,Retail Management,Waterford Institute of Technology,190,,,,
1432,WD186,Sports Coaching and Performance,Waterford Institute of Technology,261,,,,
1433,WD187,Social Science,Waterford Institute of Technology,276,,,,
1434,WD188,Applied Health Care,Waterford Institute of Technology,220,,,,
1435,WD191,Agricultural Science,Waterford Institute of Technology,377,,,,
1436,WD192,Social Care Practice,Waterford Institute of Technology,271,,,,
1437,WD193,Marketing and Digital Media,Waterford Institute of Technology,279,,,,
1438,WD194,Culinary Arts,Waterford Institute of Technology,237,,,,
1439,WD195,Architectural and Building Information Modelling Technology,Waterford Institute of Technology,279,,,,
1440,WD200,Arts (options),Waterford Institute of Technology,201,201,,,
1441,WD205,Molecular Biology with Biopharmaceutical Science,Waterford Institute of Technology,,262,,,
1442,WD206,Electronic Engineering,Waterford Institute of Technology,180,,,,
1443,WD207,Mechanical Engineering,Waterford Institute of Technology,172,,,,
1444,WD208,Manufacturing Engineering,Waterford Institute of Technology,317,,,,
1445,WD210,Software Systems Development,Waterford Institute of Technology,260,,,,
1446,WD211,Creative Computing,Waterford Institute of Technology,270,,,,
1447,WD212,Recreation and Sport Management,Waterford Institute of Technology,262,,,,
1448,WD230,Mechanical and Manufacturing Engineering,Waterford Institute of Technology,230,230,,,
1449,WD231,Early Childhood Care and Education,Waterford Institute of Technology,266,,,,
1450,WD232,Business Information Systems,Waterford Institute of Technology,261,261,,,
1451,AL600,Software Design,Athlone Institute of Technology,,,,,
1452,AL601,Computer Engineering,Athlone Institute of Technology,,,,219,
1453,AL602,Mechanical Engineering,Athlone Institute of Technology,,,,,
1454,AL604,Civil Engineering,Athlone Institute of Technology,,,,,
1455,CI001,Counselling Skills and Psychotherapy Studies,Irish College of Humanities & Applied Sciences,,,300,,
1456,CI002,Counselling Skills and Addiction Studies,Irish College of Humanities & Applied Sciences,,,309,,
1457,CI005,Counselling Skills and Youth Studies,Irish College of Humanities & Applied Sciences,,,306,302,
1458,CR126,Popular Music: Drums at CIT Cork School of Music,Cork Institute of Technology,,,801,,
1459,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,Cork Institute of Technology,,,838,768,
1460,CR128,Popular Music: Keyboards at CIT Cork School of Music,Cork Institute of Technology,,,840,,
1461,CR129,Popular Music: Voice at CIT Cork School of Music,Cork Institute of Technology,,,841,,
1462,CT110,Computing in Information Technology,CCT College Dublin,,,210,,
1463,CT116,Information Technology,CCT College Dublin,,,219,,
1464,DB516,Financial Services,Dublin Business School,,,,,
1465,DC201,Common Entry into Science (Undenominated Entry),Dublin City University,,,498,488,
1466,DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",Dublin City University,,,430,,
1467,DK860,Music (audition),Dundalk Institute of Technology,,,532,532,
1468,DL821,"English, Media and Cultural Studies","Dun Laoghaire Institute of Art, Design and Technology",,,212,212,
1469,DL828,"3D Design, Modelmaking and Digital Art","Dun Laoghaire Institute of Art, Design and Technology",,,506,,
1470,DL829,Design for Stage and Screen (Costume Design),"Dun Laoghaire Institute of Art, Design and Technology",,,593,,
1471,DL830,Design for Stage and Screen (Character Makeup Design),"Dun Laoghaire Institute of Art, Design and Technology",,,939,,
1472,DL831,Design for Stage and Screen (Production Design),"Dun Laoghaire Institute of Art, Design and Technology",,,781,,
1473,DL834,Film and Television Production,"Dun Laoghaire Institute of Art, Design and Technology",,,990,,
1474,DN252,Dairy Business,University College Dublin (NUI),,,410,,
1475,DN253,Agri - Environmental Sciences,University College Dublin (NUI),,,418,,
1476,DN271,Forestry,University College Dublin (NUI),,,311,,
1477,DN272,"Horticulture, Landscape and Sportsturf Management",University College Dublin (NUI),,,297,282,
1478,DS603,Computing and Multimedia (Level 6 - Certificate),Dorset College,,,,,
1479,GC305,International Hospitality Management,Griffith College,,,253,253,
1480,GC306,International Hospitality Management,Griffith College,,,253,253,
1481,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),"National University of Ireland, Galway",,,409,,
1482,GY112,Arts with Film Studies,"National University of Ireland, Galway",,,321,,
1483,GY120,"Arts (Child, Youth and Family: Policy and Practice)","National University of Ireland, Galway",,,350,,
1484,GY121,Arts (Children`s Studies),"National University of Ireland, Galway",,,356,,
1485,GY124,Arts (Arts with Data Science),"National University of Ireland, Galway",,,454,,
1486,GY126,Arts (English and Media Studies),"National University of Ireland, Galway",,,391,,
1487,GY131,Arts (History and Globalisation Studies),"National University of Ireland, Galway",,,360,,
1488,LC257,Interior Design,Limerick Institute of Technology,,,264,,
1489,LC401,Early Childhood Education and Care,Limerick Institute of Technology,,,297,,
1490,LC414,Data Analytics and Cyber Security,Limerick Institute of Technology,,,236,,
1491,LC428,Environmental Science and Agriculture,Limerick Institute of Technology,,,278,,
1492,LC432,Early Childhood Education and Care,Limerick Institute of Technology,,,144,,
1493,LC434,Environmental Science and Agriculture,Limerick Institute of Technology,,,297,,
1494,LC603,Early Childhood Education and Care,Limerick Institute of Technology,,,147,,
1495,LC605,Business,Limerick Institute of Technology,,,195,,
1496,LC613,Early Childhood Education and Care,Limerick Institute of Technology,,,242,,
1497,MH405,Equine Business,Maynooth University,,,357,,
1498,SG142,Business in International Marketing and Languages (French),"Institute of Technology, Sligo",,,279,,
1499,SG144,Business in International Marketing and Languages (Spanish),"Institute of Technology, Sligo",,,270,,
1500,SG250,Application Design and User Experience,"Institute of Technology, Sligo",,,412,,
1501,SG251,Computing (Smart Technologies),"Institute of Technology, Sligo",,,327,,
1502,SG537,Marketing and Sales,"Institute of Technology, Sligo",,,234,,
1503,TL620,Culinary Arts,"Institute of Technology, Tralee",,,189,189,
1504,TL743,Agricultural Mechanisation,"Institute of Technology, Tralee",,,,,
1505,TR012,History and Political Science,Trinity College Dublin,,,555,554,
1506,TR017,Law and Business,Trinity College Dublin,,,602,,
1507,TR020,Law and Political Science,Trinity College Dublin,,,602,,
1508,TR029,Political Science and Geography,Trinity College Dublin,,,526,520,
1509,TR082,Computer Science and Business,Trinity College Dublin,,,555,,
1510,TR083,Sociology and Social Policy,Trinity College Dublin,,,498,487,
1511,TR452,History/Sociology,Trinity College Dublin,,,529,,
1512,TR755,Sociology/Drama Studies,Trinity College Dublin,,,498,,
1513,TU601,Electronic Engineering,Technological University Dublin,,,232,,
1514,TU602,Computer Engineering,Technological University Dublin,,,223,,
1515,TU603,Mechanical Engineering,Technological University Dublin,,,197,197,
1516,TU653,Computing (Information Technology),Technological University Dublin,,,245,,
1517,TU671,Business,Technological University Dublin,,,226,,
1518,TU672,Business (Common entry),Technological University Dublin,,,180,179,
1519,TU707,Electronic Engineering,Technological University Dublin,,,224,224,
1520,TU710,Engineering Reliability Management,Technological University Dublin,,,244,,
1521,TU712,Sustainable Energy and Environmental Engineering,Technological University Dublin,,,180,180,
1522,TU715,Engineering Software,Technological University Dublin,,,181,181,
1523,TU718,Mechanical Engineering,Technological University Dublin,,,198,198,
1524,TU732,Timber Product Technology,Technological University Dublin,,,253,198,
1525,TU759,Information Technology Management,Technological University Dublin,,,211,,
1526,TU771,Business,Technological University Dublin,,,224,,
1527,TU774,Management,Technological University Dublin,,,195,209,
1528,TU775,Accounting and Finance,Technological University Dublin,,,260,,
1529,TU776,Accounting and Finance,Technological University Dublin,,,182,175,
1530,TU777,Business and Information Technology,Technological University Dublin,,,244,,
1531,TU778,International Business,Technological University Dublin,,,224,,
1532,TU779,International Business,Technological University Dublin,,,180,180,
1533,TU783,Marketing,Technological University Dublin,,,189,189,
1534,TU793,Early Childhood Care and Education,Technological University Dublin,,,220,,
1535,TU794,Early Childhood Care and Education,Technological University Dublin,,,390,250,
1536,TU803,Electronic Engineering,Technological University Dublin,,,243,243,
1537,TU806,Sustainable Energy Engineering,Technological University Dublin,,,262,,
1538,TU808,Engineering Software,Technological University Dublin,,,260,260,
1539,TU809,Mechanical Engineering,Technological University Dublin,,,235,,
1540,TU813,Automation Engineering,Technological University Dublin,,,218,218,
1541,TU873,Industrial Mathematics,Technological University Dublin,,,250,250,
1542,TU901,Business,Technological University Dublin,,,270,,
1543,TU908,Management,Technological University Dublin,,,262,253,
1544,TU909,Accounting and Finance,Technological University Dublin,,,285,,
1545,TU911,Accounting and Finance,Technological University Dublin,,,209,192,
1546,TU913,Business and Information Technology,Technological University Dublin,,,252,,
1547,TU915,International Business,Technological University Dublin,,,252,,
1548,TU916,International Business,Technological University Dublin,,,235,235,
1549,TU923,Marketing Management,Technological University Dublin,,,228,276,
1550,TU966,Languages and English Studies,Technological University Dublin,,,366,,
1551,TU971,Contemporary Visual Culture,Technological University Dublin,,,290,,
1552,TU972,Creative and Cultural Industries,Technological University Dublin,,,281,,
1553,TU986,Print Media Technology and Management,Technological University Dublin,,,289,,
1554,TU993,Early Childhood Care and Education,Technological University Dublin,,,270,,
1555,TU994,Early Childhood Care and Education,Technological University Dublin,,,321,251,
1556,WD139,Civil Engineering,Waterford Institute of Technology,,,206,,
1557,WD149,Early Childhood Studies,Waterford Institute of Technology,,,271,,
1558,AL853,Accounting and Law,Athlone Institute of Technology,,,,,305.0
1559,BN101,Business,Technological University Dublin Blanchardstown Campus,,,,,252.0
1560,BN103,Business and Information Technology,Technological University Dublin Blanchardstown Campus,,,,,254.0
1561,BN104,Computing (Information Technology),Technological University Dublin Blanchardstown Campus,,,,,260.0
1562,BN107,Applied Social Studies in Social Care,Technological University Dublin Blanchardstown Campus,,,,,300.0
1563,BN108,Engineering (Common Entry with Award options),Technological University Dublin Blanchardstown Campus,,,,,271.0
1564,BN109,Business (Common Entry with Award options),Technological University Dublin Blanchardstown Campus,,,,,260.0
1565,BN110,International Business,Technological University Dublin Blanchardstown Campus,,,,,253.0
1566,BN111,Sports Management and Coaching,Technological University Dublin Blanchardstown Campus,,,,,270.0
1567,BN112,Creative Digital Media,Technological University Dublin Blanchardstown Campus,,,,,280.0
1568,BN113,Horticulture,Technological University Dublin Blanchardstown Campus,,,,,289.0
1569,BN114,Accounting and Finance,Technological University Dublin Blanchardstown Campus,,,,,280.0
1570,BN115,Community and Youth Development,Technological University Dublin Blanchardstown Campus,,,,,250.0
1571,BN117,Computer Engineering in Mobile Systems,Technological University Dublin Blanchardstown Campus,,,,,273.0
