,COURSE CODE2,COURSE TITLE,HEI,R1 POINTS,R2 POINTS,EOS
1362,TU925,Retail and Services Management,Technological University Dublin,301,,301
1363,TU935,Sports Management and Coaching,Technological University Dublin,300,,300
1364,TU936,Sports Science and Health,Technological University Dublin,410,391,391
1365,TU941,Botanical Cuisine,Technological University Dublin,249,,249
1366,TU942,Culinary Arts,Technological University Dublin,212,212,212
1367,TU943,Culinary Entrepreneurship,Technological University Dublin,278,,279
1368,TU944,Culinary Science,Technological University Dublin,316,,316
1369,TU951,International Hospitality and Tourism Management,Technological University Dublin,184,184,200
1370,TU952,International Hospitality Management,Technological University Dublin,300,,306
1371,TU953,Tourism and Digital Marketing,Technological University Dublin,290,,290
1372,TU954,Event Management,Technological University Dublin,356,,356
1373,TU955,Sports & Leisure Management,Technological University Dublin,217,317,217
1374,TU961,Commercial Modern Music,Technological University Dublin,608,608,608
1375,TU962,Drama (Performance),Technological University Dublin,379,,379
1376,TU963,Music,Technological University Dublin,416,,416
1377,TU965,International Business and Languages,Technological University Dublin,356,346,346
1378,TU966,Languages and English Studies,Technological University Dublin,366,,434
1379,TU967,Languages and International Tourism,Technological University Dublin,308,,326
1380,TU971,Contemporary Visual Culture,Technological University Dublin,290,,290
1381,TU972,Creative and Cultural Industries,Technological University Dublin,281,,281
1382,TU973,Design - Visual Communication,Technological University Dublin,717,,717
1383,TU974,Fine Art,Technological University Dublin,709,563,563
1384,TU975,Interior Design,Technological University Dublin,632,,632
1385,TU976,Photography,Technological University Dublin,695,,695
1386,TU981,Creative Digital Media,Technological University Dublin,280,,282
1387,TU982,Creative Digital Media,Technological University Dublin,320,311,311
1388,TU983,Film and Broadcasting,Technological University Dublin,456,451,451
1389,TU984,Game Design,Technological University Dublin,381,,381
1390,TU985,Journalism,Technological University Dublin,322,,322
1391,TU986,Print Media Technology and Management,Technological University Dublin,289,,289
1392,TU991,Applied Social Studies in Social Care,Technological University Dublin,325,,325
1393,TU992,Community and Youth Development,Technological University Dublin,251,,253
1394,TU993,Early Childhood Care and Education,Technological University Dublin,270,,270
1395,TU994,Early Childhood Care and Education,Technological University Dublin,321,251,230
1396,TU995,Early Childhood Education,Technological University Dublin,367,,367
1397,TU996,Social Care,Technological University Dublin,400,,400
1398,TU997,Applied Social Care,Technological University Dublin,310,283,270
1399,WD001,Applied Computing (options),Waterford Institute of Technology,260,260,260
1400,WD002,Science (options),Waterford Institute of Technology,308,,308
1401,WD003,Business,Waterford Institute of Technology,AQA,171,AQA
1402,WD005,Health Sciences (options),Waterford Institute of Technology,280,,280
1403,WD006,Exercise Sciences (options),Waterford Institute of Technology,280,,280
1404,WD007,Engineering (options),Waterford Institute of Technology,288,288,288
1405,WD010,Electronic Engineering,Waterford Institute of Technology,181,,181
1406,WD011,Mechanical Engineering,Waterford Institute of Technology,198,,198
1407,WD013,Legal Studies,Waterford Institute of Technology,177,,177
1408,WD018,Applied Social Care,Waterford Institute of Technology,171,,171
1409,WD019,Recreation and Sport Management,Waterford Institute of Technology,174,,174
1410,WD025,Construction Management and Engineering,Waterford Institute of Technology,269,,269
1411,WD027,Music,Waterford Institute of Technology,262,,262
1412,WD048,Business (options),Waterford Institute of Technology,271,,271
1413,WD076,Forestry,Waterford Institute of Technology,243,,243
1414,WD084,Accounting,Waterford Institute of Technology,308,,308
1415,WD091,Hospitality Management,Waterford Institute of Technology,228,,228
1416,WD094,Architectural Technology,Waterford Institute of Technology,166,150,150
1417,WD096,Horticulture (Waterford - Kildalton),Waterford Institute of Technology,260,,260
1418,WD097,Horticulture (Dublin - National Botanic Gardens),Waterford Institute of Technology,AQA,,AQA
1419,WD116,General Nursing,Waterford Institute of Technology,422,,422
1420,WD117,Psychiatric Nursing,Waterford Institute of Technology,366,,366
1421,WD120,Intellectual Disability Nursing,Waterford Institute of Technology,377,,377
1422,WD126,Agriculture,Waterford Institute of Technology,327,,327
1423,WD134,International Business,Waterford Institute of Technology,290,,290
1424,WD137,Design (Visual Communications),Waterford Institute of Technology,271,,271
1425,WD139,Civil Engineering,Waterford Institute of Technology,206,,206
1426,WD140,Laws,Waterford Institute of Technology,280,,280
1427,WD144,Architecture,Waterford Institute of Technology,284,,284
1428,WD147,Pharmaceutical Science,Waterford Institute of Technology,293,,293
1429,WD149,Early Childhood Studies,Waterford Institute of Technology,271,,271
1430,WD150,Criminal Justice Studies,Waterford Institute of Technology,270,,270
1431,WD151,Software Systems Development,Waterford Institute of Technology,AQA,AQA,AQA
1432,WD152,Visual Art,Waterford Institute of Technology,AQA,,AQA
1433,WD153,Multimedia Applications Development,Waterford Institute of Technology,163,,163
1434,WD155,Information Technology,Waterford Institute of Technology,211,,211
1435,WD159,Business,Waterford Institute of Technology,195,,195
1436,WD161,Computer Forensics and Security,Waterford Institute of Technology,255,,255
1437,WD162,Quantity Surveying,Waterford Institute of Technology,216,,216
1438,WD163,Psychology,Waterford Institute of Technology,434,,434
1439,WD164,Food Science with Business,Waterford Institute of Technology,309,,309
1440,WD172,Culinary Arts,Waterford Institute of Technology,AQA,AQA,AQA
1441,WD173,Hospitality Studies,Waterford Institute of Technology,AQA,,AQA
1442,WD174,Tourism,Waterford Institute of Technology,AQA,,AQA
1443,WD175,Pharmaceutical Science,Waterford Institute of Technology,226,,226
1444,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",Waterford Institute of Technology,222,,222
1445,WD182,Electrical Engineering,Waterford Institute of Technology,AQA,,AQA
1446,WD184,Retail Management,Waterford Institute of Technology,163,,163
1447,WD186,Sports Coaching and Performance,Waterford Institute of Technology,270,,270
1448,WD187,Social Science,Waterford Institute of Technology,272,,272
1449,WD188,Applied Health Care,Waterford Institute of Technology,201,,201
1450,WD191,Agricultural Science,Waterford Institute of Technology,377,,377
1451,WD192,Social Care Practice,Waterford Institute of Technology,270,,270
1452,WD193,Marketing and Digital Media,Waterford Institute of Technology,271,,271
1453,WD194,Culinary Arts,Waterford Institute of Technology,217,,217
1454,WD195,Architectural and Building Information Modelling Technology,Waterford Institute of Technology,279,,279
1455,WD200,Arts (options),Waterford Institute of Technology,AQA,AQA,AQA
1456,WD205,Molecular Biology with Biopharmaceutical Science,Waterford Institute of Technology,228,,228
1457,WD206,Electronic Engineering,Waterford Institute of Technology,179,,179
1458,WD207,Mechanical Engineering,Waterford Institute of Technology,198,,198
1459,WD208,Manufacturing Engineering,Waterford Institute of Technology,188,,188
1460,WD210,Software Systems Development,Waterford Institute of Technology,279,,279
1461,WD211,Creative Computing,Waterford Institute of Technology,271,,271
1462,WD212,Recreation and Sport Management,Waterford Institute of Technology,270,,270
1463,WD230,Mechanical and Manufacturing Engineering,Waterford Institute of Technology,253,,253
